house_ID,Location,HouseType,Condition,Size_sqft,Bedrooms,Bathrooms,Floors,Parking,YearBuilt,DistanceToCityCenter_km,Price 
736,Redmond,Townhouse,New,3240,4,3,2,Yes,1985,6,749400
737,Kent,Villa,Old,2150,4,3,1,Yes,1991,1,316500
738,Kenmore,Bungalow,Renovated,2240,3,4,1,Yes,1996,1.5,390000
739,Renton,Townhouse,Renovated,1400,3,1,2,No,1979,6,225000
740,Redmond,Apartment,Renovated,1980,3,1,1,Yes,1980,7,550000
741,North Bend,Bungalow,New,1330,3,2,2,Yes,1959,8,280000
742,Seattle,Townhouse,Renovated,3200,4,3,1,No,2006,4,1255000
743,Seattle,Apartment,Old,1490,2,3,1,Yes,1946,5.5,575000
744,Bellevue,Villa,Old,3920,5,4,2,Yes,1990,6.4,1000000
745,Seattle,Townhouse,New,2000,5,3,1,Yes,1921,8.4,585000
746,Issaquah,Villa,Old,2680,4,5,1,Yes,1989,5,620000
747,Auburn,Villa,Old,1670,4,3,2,Yes,1967,6.1,204700
748,Sammamish,Townhouse,New,3150,4,3,1,Yes,2001,4.5,695000
749,Issaquah,Townhouse,Old,2740,4,4,2,Yes,2003,2.5,689900
750,Shoreline,Apartment,Renovated,1890,4,3,1,Yes,1960,6.5,375000
751,Seattle,Townhouse,Renovated,2870,7,3,1,Yes,1961,3.5,475000
752,Maple Valley,Townhouse,Renovated,1160,3,3,1,Yes,1969,6.5,215000
753,Medina,Townhouse,New,3550,4,3,1,Yes,1962,9.7,2100000
754,Seattle,Apartment,Renovated,1790,3,4,1,Yes,1940,8.5,790000
755,Duvall,Bungalow,Old,1680,3,3,2,Yes,1940,6.5,350000
757,Sammamish,Townhouse,Old,4560,3,5,2,Yes,1986,8.4,695000
758,Federal Way,Villa,New,1590,3,3,1,Yes,1991,9.4,263000
759,Shoreline,Bungalow,Old,1630,3,3,1,Yes,1953,6.4,400000
760,Woodinville,Townhouse,Old,2700,3,4,1,Yes,1991,5.5,525000
761,Renton,Townhouse,New,1700,3,3,2,No,1994,2.5,349950
762,Woodinville,Townhouse,Old,3740,4,3,1,No,1988,3.6,1085000
763,Seattle,Townhouse,Renovated,1980,4,3,2,No,1941,4.9,744000
764,Seattle,Townhouse,Renovated,880,2,3,1,Yes,1919,5.5,312500
765,Shoreline,Apartment,Renovated,1400,3,4,1,Yes,1948,2.5,240000
766,Seattle,Bungalow,New,2050,4,1,1,No,1941,1,495000
767,Seattle,Townhouse,Renovated,2360,3,1,1,Yes,1996,5,580050
768,Seattle,Apartment,Old,2560,4,2,1,No,1947,6,640000
769,Bellevue,Villa,Old,1340,3,3,2,Yes,1956,8,417000
770,Covington,Townhouse,New,1060,3,4,1,Yes,1970,7,174950
771,Seattle,Villa,Old,850,3,3,2,Yes,1986,9.5,295000
772,Kirkland,Villa,Old,1880,4,5,1,Yes,1976,6.8,423000
773,Bellevue,Townhouse,New,1230,3,3,1,Yes,1955,9.4,839000
774,Seattle,Townhouse,Old,2290,4,3,1,No,1960,5.3,343000
775,Seattle,Apartment,Renovated,1660,3,4,1,Yes,1946,6.3,467000
776,Seattle,Townhouse,Renovated,1840,3,3,1,Yes,1997,4.5,512500
777,Lake Forest Park,Townhouse,Renovated,3020,4,3,1,No,1979,1,575000
778,Seattle,Townhouse,New,1410,3,3,1,Yes,1924,1.5,465000
779,Renton,Apartment,Renovated,1010,3,3,1,Yes,1969,6,270000
780,Seattle,Bungalow,Old,1960,3,4,1,No,1948,7,340000
781,Issaquah,Townhouse,Old,3580,5,4,1,No,1999,8,765000
782,Seattle,Villa,New,2240,4,4,1,No,1995,4,497000
783,Redmond,Bungalow,Old,3310,4,4,2,Yes,2004,5.5,803100
784,Seattle,Townhouse,Old,1232,3,4,1,Yes,2007,6.4,344000
785,Issaquah,Apartment,New,3930,4,3,1,Yes,2013,8.4,828950
786,Redmond,Bungalow,Old,1720,3,2,2,Yes,2010,5,386380
787,Seattle,Townhouse,Renovated,1490,3,3,2,Yes,2009,6.1,312000
788,Fall City,Apartment,Renovated,3150,3,3,2,Yes,2007,4.5,720000
789,Sammamish,Villa,Renovated,3950,4,3,3,Yes,2013,2.5,914500
790,Newcastle,Townhouse,New,3030,5,3,2,Yes,2013,6.5,819995
791,Kent,Villa,Renovated,1070,2,4,1,Yes,1985,3.5,252700
792,North Bend,Villa,Old,2320,3,2,3,Yes,1992,6.5,437500
793,Seattle,Townhouse,Old,700,1,3,3,Yes,1942,9.7,350000
794,Snoqualmie,Townhouse,New,2720,3,2,1,Yes,2005,8.5,619000
795,Seattle,Apartment,Old,1800,3,3,2,Yes,1990,6.5,408200
796,Seattle,Townhouse,Old,1560,3,3,1,Yes,1926,8.4,451000
797,Renton,Townhouse,New,1760,3,3,1,Yes,1977,9.4,317000
798,Seattle,Townhouse,Old,3120,4,3,1,Yes,2005,6.4,799000
799,Seattle,Apartment,Renovated,2020,2,4,2,No,1947,5.5,720000
800,Seattle,Bungalow,Renovated,1450,3,4,1,No,1900,2.5,490000
801,Federal Way,Townhouse,Renovated,1860,4,3,1,No,1979,3.6,239900
802,Kirkland,Villa,New,2270,4,3,2,Yes,1977,4.9,446000
803,North Bend,Bungalow,Renovated,1480,3,3,2,Yes,1987,5.5,275000
804,Tukwila,Townhouse,Old,1460,5,5,2,No,1941,2.5,239950
805,Federal Way,Apartment,Old,1850,4,4,1,Yes,1986,1,248000
806,Issaquah,Bungalow,New,2170,3,4,1,No,2003,5,619500
807,Vashon,Townhouse,Old,1726,3,5,2,Yes,1982,6,363750
808,Sammamish,Apartment,Old,1180,3,3,1,Yes,1981,8,385000
809,Kirkland,Villa,New,1370,4,2,1,Yes,1972,7,370000
810,Kent,Townhouse,Old,2670,3,4,2,Yes,1988,9.5,425000
811,Seattle,Villa,Renovated,1260,3,3,1,Yes,1944,6.8,342000
812,Renton,Villa,Renovated,1980,4,4,1,No,1962,9.4,345000
813,Seattle,Townhouse,Renovated,2050,3,3,1,No,1926,6.7,724800
814,Redmond,Townhouse,New,2830,5,4,2,Yes,2006,2.3,725000
815,Seattle,Apartment,Renovated,910,2,2,1,Yes,1909,5.3,605000
816,Maple Valley,Townhouse,Old,2440,4,3,2,Yes,2009,6.3,350000
817,Seattle,Townhouse,Old,2180,3,3,2,Yes,1904,4.5,785000
818,Maple Valley,Townhouse,New,1900,3,2,1,Yes,1966,1,250000
819,Seattle,Apartment,Old,1520,3,3,1,No,2013,1.5,565000
820,Seattle,Bungalow,Old,2220,3,4,1,Yes,1947,6,875000
821,Woodinville,Townhouse,New,3280,4,3,1,Yes,1996,7,862500
822,Kent,Villa,Old,2740,3,4,1,No,1973,8,400000
823,Shoreline,Bungalow,Renovated,830,2,3,1,Yes,1954,4,282613
824,Des Moines,Townhouse,Renovated,1010,2,3,2,Yes,1955,5.5,174500
825,Federal Way,Apartment,Renovated,2060,3,2,1,Yes,1978,6.4,306500
826,Woodinville,Bungalow,New,1990,3,4,1,Yes,1984,8.4,445000
827,Renton,Townhouse,Renovated,2280,4,4,1,Yes,2001,5,433000
828,Kent,Apartment,Old,1870,3,4,2,Yes,2005,6.1,306000
829,Seattle,Villa,Old,1720,3,3,2,Yes,1921,4.5,620000
830,Seattle,Townhouse,New,870,2,4,1,Yes,1941,2.5,245000
831,Seattle,Villa,Old,1020,3,4,1,Yes,2004,6.5,238000
832,Seattle,Villa,Old,1260,3,2,1,Yes,1931,3.5,523000
833,Snoqualmie,Townhouse,New,2370,3,3,1,Yes,2003,6.5,522500
834,Seattle,Townhouse,Old,1000,3,4,1,Yes,1940,9.7,180000
835,Seattle,Apartment,Renovated,1100,3,2,1,Yes,2007,8.5,375000
836,Kent,Townhouse,Renovated,1440,3,2,2,Yes,1982,6.5,249000
837,Issaquah,Townhouse,Renovated,3120,4,3,1,Yes,2003,8.4,730100
838,Bothell,Townhouse,New,2260,2,2,3,Yes,1990,9.4,551000
839,Des Moines,Apartment,Renovated,2790,4,2,1,Yes,2005,6.4,375000
840,Seattle,Bungalow,Old,1140,1,5,1,No,1920,5.5,540000
841,Seattle,Townhouse,Old,1290,3,3,1,No,1987,2.5,605000
842,Covington,Villa,New,1730,5,4,2,No,1978,3.6,205000
843,Sammamish,Bungalow,Old,3160,4,1,1,Yes,1983,4.9,645000
844,Maple Valley,Townhouse,Old,2340,4,1,1,Yes,2003,5.5,314000
845,Bellevue,Townhouse,New,1170,3,2,2,No,1960,2.5,330000
846,Seattle,Townhouse,Old,1160,2,3,1,Yes,1937,1,490000
847,Kenmore,Townhouse,Renovated,1970,3,3,2,No,2010,5,445000
848,Mercer Island,Townhouse,Renovated,6490,5,4,1,Yes,1991,6,2000000
849,Issaquah,Apartment,Renovated,1410,3,3,1,Yes,2005,8,377500
851,Snoqualmie,Bungalow,New,2430,4,5,1,Yes,2009,7,480000
852,Sammamish,Townhouse,Renovated,3360,5,3,2,Yes,2014,9.5,804995
853,Seattle,Apartment,Old,1480,3,3,3,Yes,2012,6.8,341000
854,Snoqualmie,Villa,Old,3200,5,4,2,No,2009,9.4,675000
855,Issaquah,Townhouse,New,2134,3,3,1,Yes,2008,5.3,611000
856,Shoreline,Villa,Old,1860,3,3,1,Yes,2007,6.3,379950
857,Bellevue,Villa,Old,5520,4,3,2,No,2008,4.5,1270000
858,Seattle,Townhouse,New,1310,2,3,1,Yes,2006,1,500000
859,Seattle,Townhouse,Old,1700,3,4,2,Yes,1944,1.5,410000
860,Renton,Apartment,Renovated,2480,3,1,2,No,1986,6,415000
862,Enumclaw,Townhouse,Renovated,1970,5,1,3,No,1994,7,297000
863,Redmond,Townhouse,Renovated,2060,4,2,2,No,1985,8,575550
864,Woodinville,Townhouse,New,2130,3,3,2,Yes,1994,4,534640
865,Snoqualmie,Apartment,Renovated,1410,3,3,2,Yes,1987,5.5,352500
866,Seattle,Bungalow,Old,1360,2,4,3,Yes,1944,6.4,488000
867,Bellevue,Townhouse,Old,1940,3,3,2,Yes,1954,8.4,732000
868,Renton,Villa,New,1610,2,5,2,Yes,1979,5,215000
869,Seattle,Bungalow,Old,1420,2,3,1,Yes,1928,6.1,592500
870,Kent,Townhouse,Old,1700,4,3,1,Yes,1988,4.5,290000
871,Seattle,Apartment,Old,1490,2,4,2,Yes,1929,2.5,475000
872,Federal Way,Bungalow,Renovated,2680,3,3,2,Yes,1990,6.5,320000
873,Bellevue,Townhouse,Renovated,3190,4,3,2,Yes,1967,3.5,1216000
874,Renton,Apartment,Renovated,2120,5,3,2,Yes,1962,6.5,290000
875,Seattle,Villa,New,1690,4,3,1,Yes,1901,9.7,487250
876,Maple Valley,Townhouse,Renovated,1830,4,4,1,Yes,2003,8.5,339000
877,Seattle,Villa,Old,1010,2,3,2,Yes,1906,6.5,440000
878,Shoreline,Villa,Old,2070,4,5,2,Yes,1945,8.4,366500
879,Seattle,Townhouse,New,1710,3,3,1,Yes,1928,9.4,462000
880,Seattle,Townhouse,Old,1660,4,3,2,No,1945,6.4,560000
881,Seattle,Apartment,Old,2080,4,4,2,No,1955,5.5,285000
882,North Bend,Townhouse,New,1270,3,3,1,No,1993,2.5,280000
883,Seattle,Townhouse,Old,1080,3,3,1,Yes,1942,3.6,210000
884,Seattle,Townhouse,Renovated,1610,3,3,2,Yes,1940,4.9,690000
885,Vashon,Apartment,Renovated,1120,2,3,1,No,1980,5.5,256500
886,Seattle,Bungalow,Renovated,2500,4,4,1,No,1966,2.5,411000
887,Kent,Townhouse,New,970,3,1,2,Yes,1970,1,215000
888,Seattle,Villa,Renovated,3370,5,1,2,Yes,1907,5,762000
889,Auburn,Bungalow,Old,1290,3,2,2,Yes,1960,6,359950
890,North Bend,Townhouse,Old,3370,4,3,1,Yes,2005,8,480000
891,Bellevue,Apartment,New,3410,4,4,1,Yes,2008,7,1405000
892,Auburn,Bungalow,Old,2490,4,3,1,Yes,1999,9.5,390000
893,Seattle,Townhouse,Old,770,2,5,3,Yes,1924,6.8,413500
894,Kirkland,Apartment,New,810,1,3,1,Yes,1982,9.4,285000
895,Shoreline,Villa,Old,3060,4,3,1,Yes,1968,5.3,475000
896,Issaquah,Townhouse,Renovated,1690,3,4,1,Yes,2014,6.8,386591
897,Seattle,Villa,Renovated,1890,3,3,1,Yes,1974,9.1,524950
898,Maple Valley,Villa,Renovated,1470,2,3,2,Yes,2005,5.8,241000
899,Seattle,Townhouse,New,1060,2,3,2,Yes,1926,3,461000
900,Woodinville,Townhouse,Renovated,3480,4,3,2,Yes,1988,6,810000
901,Seattle,Apartment,Old,2730,4,4,1,Yes,1921,8,885000
902,Federal Way,Townhouse,Old,1580,3,4,2,Yes,1986,5,247000
903,Kent,Townhouse,New,2170,3,4,1,No,1978,1,296500
904,Renton,Townhouse,Old,930,2,4,2,No,1942,1,141800
905,Seattle,Apartment,Old,1580,4,4,1,No,1906,2,333000
906,Redmond,Bungalow,New,3290,5,3,1,Yes,1973,3,602000
908,Issaquah,Townhouse,Old,2110,4,2,1,Yes,1979,5,565000
909,Woodinville,Villa,Renovated,1670,3,3,1,No,1999,6,373000
910,Redmond,Bungalow,Renovated,2030,3,3,1,Yes,1977,5.6,588000
911,Seattle,Townhouse,Renovated,1500,3,3,2,No,1926,5.5,485000
912,Seattle,Apartment,New,1450,3,3,1,Yes,2005,4.5,482500
913,Des Moines,Bungalow,Renovated,1310,4,4,1,Yes,1953,2.3,251200
914,Issaquah,Townhouse,Old,4180,5,2,3,Yes,1979,5.3,869000
915,Woodinville,Apartment,Old,1630,3,3,1,Yes,1967,6.3,464000
916,Redmond,Villa,New,2660,4,2,1,Yes,1993,4.5,755000
917,Renton,Townhouse,Old,1720,3,3,1,No,2005,1,280000
918,Seattle,Villa,Old,1260,2,3,2,Yes,2004,1.5,485000
919,Renton,Villa,New,1610,3,3,1,Yes,1981,6,305000
920,SeaTac,Townhouse,Old,680,2,3,1,No,1941,7,110700
922,Seattle,Townhouse,Renovated,2640,4,4,1,Yes,1937,8,850000
923,Bellevue,Apartment,Renovated,1640,3,4,2,Yes,1985,4,350000
924,Renton,Townhouse,Renovated,2310,4,3,2,No,1976,5.5,319950
925,Seattle,Townhouse,New,2010,3,3,2,No,1912,6.4,700000
926,Seattle,Townhouse,Renovated,1660,2,3,2,No,1908,8.4,368000
927,Seattle,Apartment,Old,2200,3,5,1,Yes,2009,5,433500
928,Redmond,Bungalow,Old,2460,4,4,2,Yes,1998,6.1,611000
930,Shoreline,Townhouse,New,2430,2,4,1,Yes,1951,4.5,1000000
931,Carnation,Villa,Old,1370,3,5,1,Yes,1960,2.5,307000
932,Renton,Bungalow,Old,1800,3,3,1,Yes,1967,6.5,442500
933,Des Moines,Townhouse,New,2200,3,2,2,Yes,1908,3.5,485000
934,Seattle,Townhouse,Old,700,2,4,1,Yes,1945,6.5,367000
935,North Bend,Townhouse,Renovated,1920,3,3,2,Yes,1995,9.7,429000
936,Kenmore,Townhouse,Renovated,2190,5,4,1,Yes,1978,8.5,446000
937,Newcastle,Townhouse,Renovated,2030,3,3,1,Yes,1984,6.5,572500
938,Seattle,Apartment,New,1350,3,4,3,Yes,2005,8.4,477000
939,Seattle,Bungalow,Renovated,1680,3,2,2,Yes,2008,9.4,518000
940,Bellevue,Townhouse,Old,1250,5,3,1,Yes,1966,6.4,462000
941,Seattle,Apartment,Old,2240,4,3,2,Yes,1914,5.5,1190000
942,Seattle,Villa,New,950,3,2,2,Yes,1954,2.5,137000
943,Kirkland,Townhouse,Old,2320,3,3,1,Yes,1997,3.6,530000
944,Redmond,Villa,Old,2380,2,4,1,No,2011,4.9,818000
945,Seattle,Villa,New,1540,2,3,1,No,2007,5.5,640000
946,Federal Way,Townhouse,Old,2100,5,4,1,No,2007,2.5,298450
947,Snoqualmie,Townhouse,Renovated,2500,4,3,1,Yes,2013,1,575000
948,Sammamish,Apartment,Renovated,3230,4,3,2,Yes,2004,5,730000
949,Kenmore,Townhouse,Renovated,2830,3,2,1,No,2001,6,551000
950,Seattle,Townhouse,New,870,2,4,3,Yes,1906,8,271310
951,Normandy Park,Townhouse,Renovated,2690,4,4,1,No,1954,7,675000
952,Seattle,Apartment,Old,1260,3,4,2,Yes,2008,9.5,479000
953,Seattle,Bungalow,Old,2680,4,3,1,Yes,1942,6.8,520000
954,Seattle,Townhouse,New,2660,3,4,1,Yes,2014,9.4,599950
955,Seattle,Villa,Old,1480,2,4,2,Yes,1951,5.3,483945
956,Renton,Bungalow,Old,1770,4,2,1,Yes,1965,6.3,390000
957,Seattle,Townhouse,New,950,2,3,1,No,1926,4.5,192500
958,Seattle,Apartment,Old,860,2,4,2,Yes,1948,1,330000
959,Kent,Bungalow,Renovated,1960,4,2,1,Yes,1978,1.5,250000
960,Seattle,Townhouse,Renovated,1770,2,2,1,No,1943,6,243000
961,Seattle,Apartment,Renovated,1280,4,3,2,Yes,1926,7,575000
962,Redmond,Villa,New,2150,4,2,1,Yes,1982,8,639000
963,Seattle,Townhouse,Renovated,1790,2,2,1,Yes,1923,4,710000
964,Redmond,Villa,Old,1990,3,5,2,Yes,1987,5.5,675000
965,Renton,Villa,Old,2430,5,2,1,Yes,2001,6.4,405000
966,Bellevue,Townhouse,New,2820,4,3,1,Yes,1965,8.4,615000
967,Seattle,Townhouse,Old,1910,3,3,1,Yes,1946,5,490000
968,Seattle,Apartment,Old,1270,3,4,2,Yes,2005,6.1,467000
969,Seattle,Townhouse,New,2050,4,3,2,Yes,1986,4.5,480000
970,Seattle,Townhouse,Old,2150,6,5,1,Yes,1952,2.5,755000
971,Bellevue,Townhouse,Renovated,2450,4,3,1,Yes,1987,6.5,760000
972,Seattle,Apartment,Renovated,1230,2,3,2,Yes,2012,3.5,387000
973,Kirkland,Bungalow,Renovated,2260,4,4,2,Yes,1967,6.5,925000
974,Auburn,Townhouse,New,1050,2,3,2,Yes,1943,9.7,415000
975,Kent,Villa,Renovated,1570,3,3,2,Yes,1982,8.5,263000
976,Redmond,Bungalow,Old,1820,4,3,2,Yes,1967,6.5,519900
977,Seattle,Townhouse,Old,1540,2,3,1,Yes,1908,8.4,570000
978,Woodinville,Apartment,New,2060,3,4,1,No,1953,9.4,450000
979,Redmond,Bungalow,Old,4380,4,1,1,No,2001,6.4,1300000
980,Redmond,Townhouse,Old,1090,3,1,1,No,1955,5.5,300000
981,Renton,Townhouse,New,1480,3,2,1,Yes,1965,2.5,320000
982,Seattle,Villa,Old,1320,4,3,1,Yes,1929,3.6,387500
983,Woodinville,Townhouse,Renovated,2140,1,3,1,No,1976,4.9,458000
984,Bellevue,Villa,Renovated,4560,4,4,2,Yes,1995,5.5,1212500
985,Maple Valley,Villa,Renovated,2800,4,3,1,No,2002,2.5,380000
986,Renton,Townhouse,New,1050,3,5,1,Yes,1967,1,200000
987,Kenmore,Townhouse,Renovated,1490,3,3,2,Yes,1959,5,385000
988,Seattle,Apartment,Old,1730,2,3,2,Yes,1945,6,396675
989,Seattle,Townhouse,Old,1210,4,4,3,Yes,1900,8,452000
990,Maple Valley,Townhouse,New,2800,4,3,2,Yes,2004,7,426000
991,Seattle,Townhouse,Old,1570,3,3,2,No,1915,9.5,792000
992,Auburn,Apartment,Old,1400,3,3,1,Yes,1987,6.8,315000
993,Seattle,Bungalow,New,2850,4,3,1,Yes,1970,9.4,1275000
994,Renton,Townhouse,Old,1880,6,4,1,No,1966,6.7,326000
995,Shoreline,Villa,Renovated,790,2,3,1,Yes,1953,2.3,268500
996,Seattle,Bungalow,Renovated,1300,2,5,1,Yes,1948,5.3,440000
997,Renton,Townhouse,Renovated,2120,3,3,1,No,1967,6.3,300000
998,Seattle,Apartment,New,1540,3,3,2,No,1941,4.5,525000
999,Seattle,Bungalow,Renovated,2620,4,4,2,No,1926,1,978000
1000,Seattle,Townhouse,Old,2880,6,3,2,Yes,1919,1.5,1125000
1001,Seattle,Apartment,Old,1680,4,3,2,Yes,1921,6,700000
1002,Redmond,Villa,New,790,2,3,2,Yes,1955,7,315000
1003,Seattle,Townhouse,Old,1092,3,3,1,Yes,1918,8,309000
1004,Federal Way,Villa,Old,1650,3,4,2,Yes,1967,4,219950
1005,Covington,Villa,New,2090,3,1,2,Yes,2002,5.5,289000
1006,SeaTac,Townhouse,Old,2180,4,1,1,Yes,1950,6.4,210000
1007,Federal Way,Townhouse,Renovated,1990,4,2,1,Yes,1989,8.4,260000
1008,Seattle,Apartment,Renovated,2650,4,3,1,Yes,2006,5,699000
1009,Medina,Townhouse,Renovated,4460,4,4,1,Yes,1962,6.1,1800000
1010,Shoreline,Townhouse,New,910,3,3,1,Yes,1950,4.5,299950
1011,Bellevue,Townhouse,Renovated,2770,3,5,2,Yes,1992,2.5,749950
1012,Seattle,Apartment,Old,2390,3,3,2,Yes,1939,6.5,1100000
1013,Renton,Bungalow,Old,3050,3,3,1,Yes,1987,3.5,555000
1014,Snoqualmie,Townhouse,New,1700,3,4,2,Yes,2003,6.5,384000
1015,Renton,Villa,Old,3200,5,3,1,Yes,1989,9.7,499950
1016,Seattle,Bungalow,Old,1200,3,3,2,No,1906,8.5,430000
1017,Maple Valley,Townhouse,New,2220,4,3,2,No,1999,6.5,350000
1018,Redmond,Townhouse,Old,2480,3,3,2,No,2004,8.4,620000
1019,Redmond,Townhouse,Renovated,2560,4,4,1,Yes,1976,9.4,765000
1020,Kent,Townhouse,Renovated,2500,4,4,2,Yes,1961,6.4,250000
1021,Seattle,Townhouse,Renovated,1150,2,4,1,No,1947,5.5,376000
1022,Seattle,Apartment,New,1650,4,4,2,Yes,1950,2.5,475000
1023,Federal Way,Bungalow,Renovated,1140,3,4,1,No,1969,3.6,120750
1024,Seattle,Townhouse,Old,3400,3,3,1,Yes,1957,4.9,1690000
1025,Issaquah,Apartment,Old,1180,3,2,1,Yes,1959,5.5,330000
1026,Seattle,Villa,New,1700,3,3,1,Yes,1992,2.5,619500
1027,Bellevue,Townhouse,Old,1240,3,3,1,Yes,1954,1,345000
1028,Sammamish,Villa,Old,2890,5,3,1,Yes,1977,5,598000
1029,Kenmore,Villa,New,1060,3,3,2,No,1967,6,335000
1030,Shoreline,Townhouse,Old,1590,4,4,1,No,1922,8,372500
1031,Auburn,Townhouse,Renovated,2860,6,2,2,Yes,1978,7,300000
1032,Seattle,Apartment,Renovated,820,1,3,1,Yes,2007,9.5,194000
1033,Bellevue,Townhouse,Renovated,2020,3,2,1,Yes,1963,6.8,507500
1034,Kirkland,Townhouse,New,1870,4,3,2,Yes,1959,9.4,325000
1035,Maple Valley,Townhouse,Renovated,2170,3,3,1,Yes,2004,5.3,329900
1036,Seattle,Apartment,Old,1600,4,3,1,No,1947,6.3,329000
1037,Seattle,Bungalow,Old,2090,4,3,3,Yes,1925,4.5,494000
1038,Auburn,Townhouse,New,1700,4,4,1,Yes,1978,1,206000
1039,Seattle,Villa,Old,1940,4,4,3,No,1941,1.5,423000
1040,Renton,Bungalow,Old,1320,3,3,2,Yes,1957,6,259000
1041,Seattle,Townhouse,New,3500,4,3,2,Yes,1938,7,879950
1042,Seattle,Apartment,Old,2800,5,3,1,Yes,1903,8,345600
1043,Seattle,Bungalow,Renovated,1080,3,5,1,Yes,1920,4,395000
1044,Snoqualmie,Townhouse,Renovated,3550,4,4,2,Yes,2007,5.5,625000
1045,Duvall,Apartment,Renovated,2010,3,4,1,Yes,2003,6.4,439000
1046,Seattle,Villa,New,1690,3,5,2,Yes,2008,8.4,380000
1047,Seattle,Townhouse,Renovated,1270,3,3,1,Yes,2007,5,440000
1048,Seattle,Villa,Old,1970,3,2,2,Yes,2008,6.1,415000
1049,Kirkland,Villa,Old,3160,4,4,1,Yes,2014,4.5,860000
1050,Seattle,Townhouse,New,1210,3,3,1,Yes,2008,2.5,500000
1051,Seattle,Townhouse,Old,3120,4,4,1,Yes,2008,6.5,953007
1052,Renton,Apartment,Old,2670,4,3,2,Yes,2006,3.5,515000
1053,Seattle,Townhouse,New,1640,3,4,1,Yes,2014,6.5,772000
1054,Auburn,Townhouse,Old,2303,4,2,1,Yes,2013,9.7,329995
1055,Snoqualmie,Townhouse,Renovated,1800,3,3,1,Yes,2014,8.5,409316
1056,Seattle,Apartment,Renovated,4460,5,3,2,Yes,2013,6.5,490000
1057,Seattle,Bungalow,Renovated,1590,2,2,2,No,2009,8.4,305000
1058,Issaquah,Townhouse,New,3070,4,3,1,No,2009,9.4,785000
1059,SeaTac,Villa,Renovated,1330,2,4,1,No,1993,6.4,240000
1060,Seattle,Bungalow,Old,990,3,3,1,Yes,1947,5.5,325000
1061,Issaquah,Townhouse,Old,1900,4,4,1,Yes,1994,2.5,535800
1062,Seattle,Apartment,New,2020,3,3,1,No,2000,3.6,720000
1063,Kirkland,Bungalow,Old,2000,3,3,3,Yes,1961,4.9,374000
1064,Des Moines,Townhouse,Old,1100,2,2,2,No,1980,5.5,189650
1065,Carnation,Apartment,Old,960,1,4,1,Yes,1945,2.5,420850
1066,Redmond,Villa,Renovated,3488,4,4,1,Yes,1998,1,815000
1067,Bellevue,Townhouse,Renovated,1890,2,4,1,Yes,1987,5,1065000
1068,Seattle,Villa,Renovated,2030,4,3,2,Yes,1950,6,199000
1069,Covington,Villa,New,1380,3,4,1,Yes,1981,8,195000
1070,Seattle,Townhouse,Renovated,3660,4,4,2,No,1909,7,1506000
1071,Renton,Townhouse,Old,1870,3,2,2,Yes,1997,9.5,288400
1072,Sammamish,Apartment,Old,2080,4,3,1,Yes,1979,6.8,442000
1073,Newcastle,Townhouse,New,2450,4,4,1,No,1988,9.4,619420
1074,Seattle,Townhouse,Old,2750,4,2,2,Yes,1948,5.3,635000
1075,Seattle,Townhouse,Old,1240,3,2,1,Yes,1916,6.8,210000
1076,Kirkland,Apartment,New,1900,3,3,1,No,1990,9.1,512500
1077,Kirkland,Bungalow,Old,2540,3,2,1,No,1999,5.8,567000
1079,Snoqualmie Pass,Townhouse,Renovated,2100,3,2,1,No,1998,3,525000
1080,Seattle,Villa,Renovated,1790,4,5,2,Yes,1909,6,475000
1081,Auburn,Bungalow,Renovated,1170,3,4,2,Yes,1984,8,250000
1082,Enumclaw,Townhouse,New,1060,3,1,2,Yes,1956,5,220000
1083,Seattle,Apartment,Renovated,1930,5,1,2,Yes,1941,1,230000
1084,Bothell,Bungalow,Old,1540,3,2,2,Yes,1961,1,385500
1085,Mercer Island,Townhouse,Old,2876,5,3,2,Yes,1973,2,895000
1086,Sammamish,Apartment,New,2150,3,3,3,Yes,1988,3,368250
1087,Seattle,Villa,Old,1140,2,4,1,Yes,1947,5,249900
1088,Kirkland,Townhouse,Old,980,3,3,3,Yes,1969,6,350000
1089,Auburn,Villa,New,1230,3,5,2,Yes,1962,5.6,175000
1090,Seattle,Villa,Old,1390,3,3,2,Yes,1957,5.5,270000
1091,Seattle,Townhouse,Renovated,2380,3,3,2,Yes,1997,4.5,495000
1092,Kirkland,Townhouse,Renovated,3690,3,4,2,Yes,2007,1,1580000
1093,Issaquah,Apartment,Renovated,3010,5,3,1,Yes,1931,1.5,542500
1094,Woodinville,Townhouse,New,1250,3,3,2,Yes,1969,6,330000
1095,Seattle,Townhouse,Renovated,2290,4,3,1,Yes,1926,7,1003000
1096,Seattle,Townhouse,Old,790,2,3,2,No,1925,8,299800
1097,Auburn,Apartment,Old,2720,3,4,1,No,2002,4,299900
1098,Kirkland,Bungalow,New,2550,4,1,2,No,1972,5.5,691000
1099,Des Moines,Townhouse,Old,1080,2,1,1,Yes,1972,6.4,195000
1100,Des Moines,Villa,Old,2470,3,2,1,Yes,1962,8.4,405000
1101,Seattle,Bungalow,New,850,2,3,1,No,1909,5,360000
1102,Kent,Townhouse,Old,1990,3,3,1,Yes,1969,6.1,256750
1103,Maple Valley,Townhouse,Renovated,1800,3,4,2,No,1995,4.5,332500
1104,Bellevue,Townhouse,Renovated,4850,5,3,1,Yes,1977,2.5,975000
